vehicle_id,fuel_type,rpm,fuel_consumption,throttle_position,fuel_pressure,coolant_temp,torque,spark_timing,speed,engine_load,intake_temp,battery_voltage,power,intake_pressure,vehicle_age,battery_age,battery_health,harsh_braking_count,sudden_acceleration_count,idle_time,days_since_last_service,distance_since_last_service,oil_change_count,brake_change_count,repairs_last_year,accident_history,temperature,humidity,traffic_index,road_quality,terrain_type,aqi,driver_score,engine_stress_score,service_health_score,service_required,vehicle_weight,rpm_variance_score,overheating_risk,aggressive_driving_index,daily_distance,fuel_efficiency,battery_service_required,brake_service_required,oil_change_required,engine_service_required,remaining_service_km,service_status,vehicle_model,engine_displacement_l,cylinder_count,transmission_type,drive_type,vehicle_class,city_mpg,highway_mpg,combined_mpg,air_pollution_score,greenhouse_gas_score,co2_emissions,rainfall_mm,weather_location,weather_severity,wet_road,health_label,days_until_service
VH01931,petrol,1046.0,6.09,19.2,52.5,83.3,158.8,12.3,65.6,46.5,35.7,13.68,14.6,101.3,2,8,96.7,0,0,11.8,19,2353,1,1,0,0,25.2,72.3,0.51,0.62,Mixed,213,92.9,0.196,0.945,0,1456,0.206,0.0,0.029,49.1,4.0,0,0,0,0,6604,Healthy,Hyundai Creta,1.5,4,Automatic,FWD,SUV,29.9,34.6,32.0,10,9,164.2,1.7,Delhi,Clear,0,Healthy,
VH01932,petrol,2503.0,5.25,49.5,54.9,101.7,112.1,5.3,45.4,68.3,56.2,11.79,23.8,100.4,9,50,55.3,10,7,33.3,185,7306,13,4,2,2,18.1,55.1,0.53,0.87,Highway,115,64.5,0.612,0.332,1,903,0.487,0.392,0.535,56.7,4.0,1,1,1,0,1446,Service Soon (29d),Maruti Swift,1.2,4,Manual,FWD,Hatchback,28.4,43.0,35.0,7,6,137.9,0.9,Bangalore,Clear,0,Service Soon,29.0
VH01933,petrol,1428.0,3.72,21.9,53.2,90.0,119.6,13.7,21.3,26.4,31.3,13.8,15.7,98.5,1,0,95.1,1,2,10.0,5,736,1,1,0,0,25.8,65.0,0.6,0.68,City,147,92.6,0.141,0.79,0,977,0.096,0.087,0.147,31.2,4.0,0,0,0,0,5578,Healthy,Hyundai i20,1.2,4,Manual,FWD,Hatchback,32.1,42.6,36.8,9,9,138.4,0.6,Mumbai,Clear,0,Healthy,
VH01934,petrol,2222.0,8.02,50.4,53.1,98.4,113.0,6.9,48.2,78.5,47.6,12.4,30.1,101.0,13,40,57.9,14,18,37.0,168,9252,8,6,3,2,32.6,77.7,0.48,0.75,Highway,119,58.4,0.746,0.415,1,1246,0.576,0.348,0.407,80.2,4.0,1,1,1,1,373,Service Soon (19d),Tata Nexon,1.2,4,Manual,FWD,SUV,26.7,37.9,31.7,7,6,173.6,20.5,Mumbai,Severe,1,Service Soon,19.0
VH01935,petrol,1966.0,10.96,54.5,48.1,101.3,114.2,7.0,33.1,67.2,56.5,12.41,24.0,94.9,7,57,61.9,17,8,34.3,158,5995,8,5,3,1,29.4,61.2,0.58,0.65,City,118,68.4,0.667,0.52,1,1266,0.45,0.434,0.4,62.3,4.0,1,1,1,1,354,Service Soon (5d),Tata Nexon,1.2,4,Manual,FWD,SUV,30.6,35.5,32.8,7,6,167.0,6.0,Pune,Moderate,1,Service Soon,5.0
VH01936,petrol,1953.0,8.03,30.9,49.8,92.0,106.1,7.5,60.0,52.6,51.7,13.18,15.8,103.4,1,25,71.0,6,7,25.4,94,5647,8,3,2,1,35.9,59.9,0.18,0.27,Off-road,114,78.5,0.63,0.534,0,976,0.389,0.269,0.174,60.3,4.0,0,0,0,0,3679,Monitor,Tata Altroz,1.2,4,Manual,FWD,Hatchback,27.1,39.2,32.5,7,7,139.6,0.1,Hyderabad,Clear,0,Monitor,
VH01937,diesel,1055.0,4.08,13.6,296.7,82.9,320.0,12.7,38.1,31.0,39.1,13.36,48.5,106.7,6,13,87.3,1,0,9.1,58,1908,1,0,0,0,36.7,75.1,0.64,0.64,City,162,93.5,0.2,0.982,0,2116,0.137,0.01,0.092,49.5,4.0,0,0,0,0,7348,Healthy,Mahindra XUV700,2.2,4,Automatic,AWD,SUV,15.8,24.8,19.9,10,9,215.9,1.4,Chennai,Clear,0,Healthy,
VH01938,petrol,1313.0,2.59,18.1,54.6,88.2,146.0,11.7,37.6,35.9,41.6,13.89,16.5,99.7,1,13,94.0,0,1,5.0,4,1174,2,0,0,0,27.4,77.1,0.68,0.57,Mixed,150,95.0,0.303,0.859,0,1193,0.104,0.145,0.045,28.9,4.86,0,0,0,0,7930,Healthy,Maruti Brezza,1.5,4,Automatic,FWD,SUV,33.1,35.7,34.3,9,9,156.7,4.1,Mumbai,Clear,1,Healthy,
VH01939,petrol,2659.0,9.12,63.6,50.4,99.2,110.6,10.7,68.2,59.2,54.8,12.11,31.6,86.6,5,36,46.2,11,15,36.3,122,7208,12,4,2,0,27.9,57.1,0.24,0.89,Highway,130,68.6,0.685,0.413,1,1058,0.497,0.42,0.321,90.7,4.0,1,0,1,1,1118,Service Soon (12d),Tata Altroz,1.2,4,Manual,FWD,Hatchback,31.6,39.7,35.2,7,8,148.7,2.4,Pune,Clear,1,Service Soon,12.0
VH01940,petrol,1398.0,3.74,11.3,48.9,87.9,161.9,13.0,50.3,44.9,39.2,13.89,21.6,102.3,0,4,93.4,0,3,7.8,57,2854,2,1,0,0,19.8,80.0,0.75,0.49,City,91,94.9,0.164,0.9,1,1441,0.162,0.141,0.141,38.5,4.0,0,0,0,1,4711,Healthy,Hyundai Creta,1.5,4,Automatic,FWD,SUV,29.2,32.7,30.8,9,9,158.0,28.0,Chennai,Severe,1,Healthy,
VH01941,diesel,1567.0,3.35,25.3,289.6,89.3,320.0,13.6,28.9,35.1,41.6,13.68,49.4,105.2,2,12,90.1,1,0,22.0,35,1568,3,0,0,0,32.5,78.8,0.37,0.83,Highway,111,88.0,0.125,0.862,0,2120,0.082,0.111,0.162,37.1,4.0,0,0,0,0,6326,Healthy,Mahindra XUV700,2.2,4,Automatic,AWD,SUV,14.9,22.8,18.5,10,10,227.6,9.9,Chennai,Moderate,1,Healthy,
VH01942,diesel,1195.0,5.12,20.5,258.7,84.8,320.0,14.1,36.3,45.2,33.0,13.67,43.3,105.6,0,13,95.5,2,3,8.8,1,2304,4,1,0,0,34.9,82.2,0.62,0.42,City,128,97.8,0.28,0.923,0,2090,0.199,0.029,0.064,42.7,4.0,0,0,0,0,5565,Healthy,Mahindra XUV700,2.2,4,Automatic,AWD,SUV,19.0,22.8,20.7,9,9,224.6,3.7,Chennai,Clear,1,Healthy,
VH01943,diesel,1311.0,7.03,34.2,293.1,91.7,320.0,11.7,66.9,52.6,55.3,12.8,52.5,102.3,3,18,76.8,8,4,16.2,115,4035,8,2,2,1,32.1,83.8,0.55,0.47,City,92,81.2,0.341,0.655,1,2118,0.339,0.252,0.308,37.2,4.0,0,1,0,0,3835,Monitor,Mahindra XUV700,2.2,4,Automatic,AWD,SUV,18.5,25.5,21.6,8,9,241.8,21.2,Chennai,Severe,1,Monitor,
VH01944,petrol,1778.0,4.82,28.4,51.7,88.8,100.7,12.1,61.2,52.1,47.3,13.57,22.8,98.6,4,35,75.9,4,2,26.8,54,4480,7,1,2,1,38.5,78.7,0.33,0.93,Highway,124,85.0,0.434,0.551,0,1007,0.332,0.141,0.325,92.4,4.0,0,0,0,0,3860,Monitor,Hyundai i20,1.2,4,Manual,FWD,Hatchback,31.9,40.8,35.9,9,8,136.2,34.4,Chennai,Severe,1,Monitor,
VH01945,petrol,1494.0,7.43,27.7,57.2,83.1,135.4,15.9,51.3,32.4,42.0,13.78,19.9,102.9,2,3,91.3,0,0,13.3,57,2755,1,0,0,0,30.7,80.3,0.24,0.15,Off-road,85,95.3,0.218,0.951,0,1016,0.178,0.009,0.105,35.5,4.0,0,0,0,0,5624,Healthy,Tata Altroz,1.2,4,Manual,FWD,Hatchback,35.4,36.9,36.1,9,9,145.2,13.1,Chennai,Moderate,1,Healthy,
VH01946,petrol,1971.0,6.9,30.6,50.4,90.6,152.4,12.0,16.4,56.3,51.6,13.28,28.8,99.6,0,38,86.6,1,3,30.8,53,3128,3,3,2,1,29.4,66.5,0.67,0.72,Mixed,181,83.6,0.391,0.744,1,1200,0.379,0.282,0.307,63.9,4.0,0,1,0,0,1836,Monitor,Maruti Brezza,1.5,4,Automatic,FWD,SUV,25.1,41.3,32.4,8,9,150.1,4.0,Delhi,Clear,1,Monitor,
VH01947,petrol,2203.0,6.89,27.0,52.1,91.8,128.5,11.0,62.9,54.6,46.7,13.41,19.9,98.9,0,25,85.4,4,6,17.4,62,5330,4,1,1,1,27.9,59.6,0.73,0.54,City,85,78.5,0.321,0.581,0,1066,0.315,0.013,0.333,65.4,4.0,0,0,0,0,3511,Monitor,Tata Altroz,1.2,4,Manual,FWD,Hatchback,31.1,39.9,35.1,8,9,146.5,1.4,Pune,Clear,0,Monitor,
VH01948,diesel,1260.0,5.5,33.7,253.2,90.3,320.0,14.6,51.8,59.0,53.5,13.08,43.0,101.9,4,32,79.1,6,6,32.1,58,4843,3,2,1,0,27.6,78.2,0.47,0.6,Mixed,151,82.2,0.529,0.485,0,2038,0.406,0.148,0.263,43.2,4.0,0,0,0,0,3319,Monitor,Mahindra Scorpio,2.2,4,Manual,4WD,SUV,23.8,26.3,24.9,7,7,226.6,6.3,Kolkata,Moderate,1,Monitor,
VH01949,petrol,1310.0,4.15,18.6,48.0,77.0,123.8,13.2,16.1,45.9,42.2,13.89,14.3,99.8,1,5,82.2,1,1,10.0,38,2897,1,0,0,0,19.5,46.4,0.84,0.69,City,234,97.7,0.314,0.831,1,919,0.231,0.0,0.113,44.5,4.0,0,1,0,0,6357,Healthy,Maruti Swift,1.2,4,Manual,FWD,Hatchback,40.6,45.5,42.8,8,9,126.6,3.5,Delhi,Clear,1,Healthy,
VH01950,petrol,1374.0,4.05,9.4,49.8,93.2,119.2,13.2,46.1,23.3,43.1,13.49,19.8,98.6,5,16,96.0,3,1,7.7,29,2954,2,0,0,0,24.9,39.0,0.73,0.55,City,84,100.0,0.316,0.805,0,1102,0.197,0.189,0.044,37.4,4.0,0,0,0,0,4800,Healthy,Tata Altroz,1.2,4,Manual,FWD,Hatchback,31.5,41.3,35.9,9,9,149.9,1.8,Hyderabad,Clear,0,Healthy,
VH01951,petrol,1125.0,4.11,27.6,51.4,85.0,115.5,11.0,52.9,25.2,42.9,13.76,14.1,103.1,1,19,88.1,0,2,3.9,19,2783,1,0,0,0,25.3,69.9,0.8,0.63,City,93,92.2,0.285,0.909,0,1254,0.195,0.107,0.045,43.5,4.0,0,0,0,0,5655,Healthy,Tata Nexon,1.2,4,Manual,FWD,SUV,26.6,34.4,30.1,9,8,163.5,26.5,Hyderabad,Severe,1,Healthy,
VH01952,petrol,1855.0,4.9,29.4,52.8,93.4,134.1,8.9,39.9,44.0,41.7,13.01,16.0,96.1,3,34,66.0,4,7,22.7,105,3717,3,1,2,1,18.1,52.2,0.3,0.65,Highway,205,85.3,0.528,0.697,0,1207,0.443,0.184,0.177,57.7,4.0,0,0,0,0,2587,Monitor,Maruti Brezza,1.5,4,Automatic,FWD,SUV,28.4,32.5,30.2,7,8,180.4,2.4,Delhi,Clear,1,Monitor,
VH01953,petrol,2452.0,7.34,51.1,50.8,101.6,123.2,12.2,63.0,72.4,50.9,12.53,34.1,90.9,5,40,52.8,8,9,37.7,192,9297,13,3,2,2,28.9,91.5,0.59,0.48,City,75,77.3,0.706,0.429,1,1256,0.531,0.49,0.411,66.3,4.0,1,0,1,1,785,Service Soon (9d),Tata Nexon,1.2,4,Manual,FWD,SUV,25.2,31.5,28.0,6,7,176.2,7.5,Chennai,Moderate,1,Service Soon,9.0
VH01954,diesel,2333.0,11.51,53.2,248.8,109.1,320.0,8.6,46.0,59.3,62.5,13.66,83.4,91.9,3,51,44.7,19,8,22.3,191,7407,8,5,2,2,37.9,70.9,0.44,0.52,Mixed,141,56.0,0.589,0.465,1,2124,0.463,0.721,0.6,53.4,4.0,1,1,1,1,310,Service Soon (11d),Mahindra XUV700,2.2,4,Automatic,AWD,SUV,17.2,23.0,19.8,7,8,245.6,54.5,Mumbai,Severe,1,Service Soon,11.0
VH01955,petrol,1526.0,4.6,46.8,49.8,94.6,145.6,12.3,44.5,57.4,54.9,13.1,15.1,98.5,4,28,87.2,4,6,19.4,79,3864,5,1,2,1,40.5,66.4,0.38,0.76,Highway,93,74.9,0.518,0.611,0,1159,0.434,0.208,0.289,35.5,4.0,0,0,0,0,2140,Monitor,Maruti Brezza,1.5,4,Automatic,FWD,SUV,32.3,37.5,34.6,8,8,159.5,27.4,Chennai,Severe,1,Monitor,
VH01956,petrol,1796.0,5.32,37.7,48.1,84.5,130.4,7.8,21.9,50.6,41.9,13.23,18.1,99.2,0,35,73.1,8,9,22.8,61,5263,5,3,2,0,21.6,65.7,0.44,0.84,Highway,91,77.5,0.458,0.627,1,943,0.407,0.024,0.357,25.8,4.0,1,0,0,0,4093,Monitor,Maruti Swift,1.2,4,Manual,FWD,Hatchback,34.8,43.2,38.6,8,8,131.0,4.8,Pune,Clear,1,Monitor,
VH01957,diesel,1056.0,5.55,21.8,298.2,86.3,320.0,17.9,43.4,21.2,35.9,13.82,36.7,104.8,6,6,97.6,0,2,10.8,36,941,4,0,0,0,29.4,59.6,0.64,0.57,City,69,100.0,0.193,0.789,0,2120,0.026,0.046,0.028,19.6,4.0,0,0,0,0,6885,Healthy,Mahindra XUV700,2.2,4,Automatic,AWD,SUV,19.4,23.3,21.2,9,9,227.2,0.3,Pune,Clear,0,Healthy,
VH01958,diesel,1318.0,7.43,18.9,257.4,74.2,320.0,16.9,32.3,15.4,40.8,13.77,56.0,104.2,1,7,96.9,1,2,11.4,0,309,3,1,0,0,27.6,89.2,0.31,0.18,Off-road,107,96.1,0.325,0.821,1,2087,0.166,0.0,0.035,34.4,4.0,1,0,0,0,6468,Healthy,Mahindra Scorpio,2.2,4,Manual,4WD,SUV,20.9,29.3,24.7,8,9,212.8,18.8,Chennai,Moderate,1,Healthy,
VH01959,petrol,1579.0,3.61,20.9,49.0,81.9,124.5,13.4,50.9,23.3,35.4,13.58,20.7,103.9,4,18,95.8,1,0,9.8,4,1070,1,1,0,0,27.9,80.2,0.28,0.64,Highway,146,96.3,0.178,0.917,0,926,0.166,0.0,0.079,19.2,4.4,0,0,0,0,5958,Healthy,Maruti Swift,1.2,4,Manual,FWD,Hatchback,36.4,43.8,39.7,10,9,130.0,22.9,Kolkata,Severe,1,Healthy,
VH01960,diesel,1397.0,7.85,17.7,276.4,84.8,320.0,13.4,51.7,30.5,37.4,13.65,46.8,103.3,3,5,88.0,2,2,5.9,49,343,4,0,0,0,34.9,82.4,0.13,0.4,Off-road,117,96.1,0.249,0.916,1,2077,0.15,0.007,0.039,50.1,4.0,0,1,0,0,6121,Healthy,Mahindra Scorpio,2.2,4,Manual,4WD,SUV,25.7,27.0,26.3,9,8,203.6,7.4,Mumbai,Moderate,1,Healthy,
VH01961,petrol,1477.0,5.3,14.7,48.8,96.2,169.3,19.4,60.7,37.8,38.7,13.95,31.4,101.2,1,17,94.1,1,1,9.7,52,1773,1,0,0,0,33.5,91.6,0.82,0.44,City,111,96.4,0.095,0.835,0,1443,0.064,0.325,0.021,37.9,4.0,0,0,0,0,7790,Healthy,Hyundai Creta,1.5,4,Automatic,FWD,SUV,28.8,36.2,32.1,9,9,149.8,14.1,Chennai,Moderate,1,Healthy,
VH01962,petrol,1551.0,3.61,24.5,57.8,87.7,169.3,11.4,44.6,44.4,40.9,14.03,29.8,102.2,4,13,88.0,2,1,8.0,34,1071,2,1,0,0,27.8,54.2,0.46,0.71,Highway,77,100.0,0.256,0.943,0,1199,0.038,0.001,0.01,37.0,4.0,0,0,0,0,5498,Healthy,Maruti Brezza,1.5,4,Automatic,FWD,SUV,30.8,40.9,35.3,9,9,140.0,4.1,Bangalore,Clear,1,Healthy,
VH01963,petrol,1195.0,4.83,9.6,53.1,87.0,120.0,14.9,43.1,43.1,39.7,13.78,12.7,100.5,1,18,97.9,0,0,9.5,2,2538,4,1,0,0,27.0,60.5,0.76,0.62,City,88,94.2,0.312,0.952,0,1095,0.266,0.057,0.071,40.1,4.0,0,0,0,0,6535,Healthy,Tata Altroz,1.2,4,Manual,FWD,Hatchback,28.7,37.0,32.4,9,10,142.0,15.1,Bangalore,Moderate,1,Healthy,
VH01964,petrol,1604.0,4.11,8.4,50.8,92.4,160.3,17.4,35.0,31.0,37.5,13.46,21.6,101.4,0,4,87.9,0,0,7.1,12,2665,4,0,0,0,20.1,50.4,0.15,0.91,Highway,173,100.0,0.139,0.8,0,1163,0.113,0.191,0.0,29.2,4.0,0,0,0,0,7196,Healthy,Maruti Brezza,1.5,4,Automatic,FWD,SUV,28.9,39.3,33.6,10,9,147.5,1.5,Delhi,Clear,0,Healthy,
VH01965,petrol,1547.0,3.13,36.5,49.8,88.0,113.5,11.9,40.5,48.3,48.0,13.42,17.9,94.0,7,27,65.6,4,4,21.9,110,5220,7,3,1,0,31.7,66.6,0.42,0.78,Highway,65,84.9,0.413,0.498,0,1006,0.37,0.071,0.305,43.5,5.26,0,0,0,0,2057,Monitor,Hyundai i20,1.2,4,Manual,FWD,Hatchback,31.9,42.5,36.7,8,9,149.1,25.7,Bangalore,Severe,1,Monitor,
VH01966,petrol,1222.0,6.31,6.5,47.2,84.6,139.4,14.0,45.8,49.1,40.8,14.22,18.6,99.6,2,18,98.4,0,2,7.7,30,1170,3,0,0,0,28.9,65.0,0.14,0.1,Off-road,125,100.0,0.242,0.891,0,904,0.192,0.0,0.065,41.0,4.0,0,0,0,0,7549,Healthy,Maruti Swift,1.2,4,Manual,FWD,Hatchback,34.0,43.7,38.4,8,9,133.3,12.8,Bangalore,Moderate,1,Healthy,
VH01967,petrol,1811.0,11.08,56.6,48.7,95.5,107.1,2.5,43.1,71.0,44.0,11.27,21.1,98.3,5,50,56.5,15,16,32.5,128,9332,11,6,3,2,34.9,78.5,0.43,0.59,Mixed,137,61.2,0.697,0.329,1,1118,0.609,0.282,0.476,47.8,4.0,1,1,1,1,285,Service Soon (16d),Tata Altroz,1.2,4,Manual,FWD,Hatchback,29.6,37.8,33.3,5,7,157.5,9.1,Mumbai,Moderate,1,Service Soon,16.0
VH01968,petrol,1580.0,2.71,16.8,51.2,89.8,158.5,13.6,50.1,23.4,41.3,14.29,17.1,100.8,0,6,93.8,1,1,8.0,0,2539,2,1,0,0,22.8,85.4,0.4,0.76,Highway,205,94.9,0.155,0.896,0,1428,0.078,0.047,0.182,41.4,4.0,0,0,0,0,4747,Healthy,Hyundai Creta,1.5,4,Automatic,FWD,SUV,27.1,37.1,31.6,9,10,148.6,2.8,Kolkata,Clear,1,Healthy,
VH01969,petrol,1512.0,4.39,24.5,61.2,94.9,136.8,14.2,43.0,20.7,41.3,14.03,18.5,102.3,4,5,97.4,3,3,10.5,16,2073,2,1,0,0,30.2,79.9,0.65,0.61,Mixed,96,90.7,0.197,0.941,0,1259,0.213,0.209,0.116,14.3,4.0,0,0,0,0,7818,Healthy,Tata Nexon,1.2,4,Manual,FWD,SUV,28.2,36.4,31.9,9,9,155.9,0.9,Mumbai,Clear,0,Healthy,
VH01970,diesel,2382.0,13.87,77.5,256.1,117.2,315.0,8.4,75.7,92.2,59.3,12.55,82.3,91.9,3,64,32.6,23,22,50.4,346,12676,21,8,9,4,26.6,74.3,0.72,0.47,City,102,38.8,0.803,0.0,1,2005,0.72,0.872,0.84,69.9,4.0,1,1,1,1,253,Critical,Mahindra Scorpio,2.2,4,Manual,4WD,SUV,19.3,29.8,24.0,7,6,234.0,9.2,Pune,Moderate,1,Critical,
VH01971,petrol,1711.0,8.22,47.5,54.2,97.5,144.5,12.7,43.4,51.7,51.6,12.86,28.3,99.0,3,19,76.3,6,3,22.3,101,3345,8,3,1,0,27.3,51.5,0.63,0.46,City,76,90.2,0.287,0.608,0,1197,0.232,0.372,0.216,20.1,4.0,0,0,0,0,2533,Monitor,Maruti Brezza,1.5,4,Automatic,FWD,SUV,32.2,38.1,34.9,9,9,152.4,2.7,Hyderabad,Clear,1,Monitor,
VH01972,petrol,1465.0,5.3,26.0,51.1,91.9,158.1,14.0,27.4,43.6,41.0,13.88,23.4,99.7,0,10,90.8,2,0,8.3,53,2653,1,1,0,0,19.4,64.0,0.62,0.7,City,206,90.5,0.101,0.757,1,1184,0.126,0.154,0.138,28.0,4.0,1,0,0,0,7325,Healthy,Maruti Brezza,1.5,4,Automatic,FWD,SUV,33.0,41.9,37.0,10,9,148.2,5.8,Kolkata,Moderate,1,Healthy,
VH01973,diesel,1376.0,6.11,40.3,259.9,86.2,320.0,7.8,52.7,55.3,42.5,12.68,52.5,102.3,3,20,77.8,7,3,25.4,74,3875,5,2,1,1,23.2,73.5,0.6,0.56,City,72,76.4,0.517,0.747,0,2122,0.393,0.088,0.334,43.5,4.0,0,0,0,0,2050,Monitor,Mahindra XUV700,2.2,4,Automatic,AWD,SUV,16.9,23.2,19.7,7,8,238.0,5.0,Bangalore,Clear,1,Monitor,
VH01974,petrol,1563.0,10.44,54.5,48.5,100.7,105.0,3.4,56.7,75.9,46.0,13.04,18.6,92.9,1,40,56.9,12,11,39.3,111,5564,13,6,2,1,24.4,57.9,0.72,0.56,City,135,69.0,0.709,0.35,1,946,0.579,0.369,0.475,81.6,4.0,0,1,0,1,1504,Service Soon (29d),Maruti Swift,1.2,4,Manual,FWD,Hatchback,33.6,38.1,35.6,7,7,137.8,3.6,Hyderabad,Clear,1,Service Soon,29.0
VH01975,petrol,1371.0,6.46,44.2,53.9,96.2,123.6,14.1,84.6,53.9,44.5,13.12,15.9,100.0,3,32,85.8,5,3,20.4,73,3176,7,1,2,0,29.6,81.9,0.69,0.43,City,127,88.0,0.303,0.695,0,940,0.231,0.274,0.162,66.9,4.0,0,0,0,0,4039,Monitor,Maruti Swift,1.2,4,Manual,FWD,Hatchback,40.2,41.6,40.8,9,8,125.0,21.8,Kolkata,Severe,1,Monitor,
VH01976,petrol,1700.0,8.0,34.2,49.1,96.9,110.9,9.4,76.1,56.6,41.6,13.39,29.9,100.7,3,37,71.7,7,4,15.5,78,2590,4,3,2,1,26.2,60.3,0.65,0.58,Mixed,83,79.8,0.466,0.757,0,912,0.381,0.397,0.245,54.0,4.0,0,0,0,0,3221,Monitor,Maruti Swift,1.2,4,Manual,FWD,Hatchback,31.9,43.9,37.3,7,8,137.8,7.6,Pune,Moderate,1,Monitor,
VH01977,petrol,2356.0,7.16,47.3,47.9,103.9,141.3,4.3,74.3,64.1,51.1,12.01,42.2,93.2,6,46,45.9,8,15,46.6,190,5886,12,6,4,0,21.6,72.8,0.61,0.58,Mixed,234,68.0,0.576,0.443,1,1425,0.48,0.538,0.394,74.8,4.0,1,1,1,0,576,Service Soon (11d),Hyundai Creta,1.5,4,Automatic,FWD,SUV,22.2,32.6,26.9,7,7,193.0,33.1,Kolkata,Severe,1,Service Soon,11.0
VH01978,diesel,1672.0,4.81,17.3,274.9,81.2,320.0,13.2,42.9,30.2,36.1,13.7,68.0,100.9,1,19,97.0,0,1,6.2,32,2639,4,0,0,0,26.1,70.3,0.48,0.81,Highway,86,98.7,0.102,0.946,0,2053,0.0,0.003,0.101,29.0,4.0,0,0,0,0,6396,Healthy,Mahindra Scorpio,2.2,4,Manual,4WD,SUV,19.6,27.5,23.2,10,10,194.2,3.5,Hyderabad,Clear,1,Healthy,
VH01979,petrol,1698.0,5.5,39.0,47.5,94.4,117.3,10.0,55.0,44.4,42.8,12.8,23.3,102.5,10,32,69.6,6,3,13.4,108,2921,6,2,1,0,29.7,48.4,0.8,0.54,City,243,84.4,0.381,0.545,0,999,0.319,0.197,0.262,56.6,4.0,0,0,0,0,2734,Monitor,Hyundai i20,1.2,4,Manual,FWD,Hatchback,32.0,41.6,36.3,7,9,134.8,8.1,Delhi,Moderate,1,Monitor,
VH01980,petrol,1524.0,3.05,6.5,53.6,93.7,133.6,16.4,49.6,15.6,44.8,13.88,27.4,101.2,3,7,94.7,1,0,13.7,55,2855,2,0,0,0,35.7,69.1,0.25,0.8,Highway,96,96.2,0.094,0.995,0,920,0.108,0.311,0.081,46.5,4.84,0,0,0,0,5393,Healthy,Maruti Swift,1.2,4,Manual,FWD,Hatchback,33.5,41.7,37.2,9,9,124.8,10.8,Chennai,Moderate,1,Healthy,
VH01981,petrol,1349.0,7.36,20.2,51.7,83.4,177.4,20.2,34.6,40.9,29.2,13.22,28.2,101.5,4,8,98.6,2,1,11.2,49,1647,2,0,0,0,22.5,63.2,0.0,0.24,Off-road,225,98.2,0.267,0.925,0,1196,0.229,0.06,0.11,17.7,4.0,0,0,0,0,4873,Healthy,Maruti Brezza,1.5,4,Automatic,FWD,SUV,31.8,36.9,34.1,8,8,146.8,2.9,Delhi,Clear,1,Healthy,
VH01982,petrol,1304.0,3.25,14.7,55.6,89.3,104.1,16.3,38.8,24.4,36.1,13.94,10.0,98.5,0,16,87.5,1,0,6.4,59,1883,1,0,0,0,24.3,73.4,0.73,0.45,City,165,100.0,0.192,0.903,0,909,0.068,0.005,0.088,26.4,4.0,0,0,0,0,7240,Healthy,Maruti Swift,1.2,4,Manual,FWD,Hatchback,35.5,46.8,40.6,7,10,127.8,0.4,Kolkata,Clear,0,Healthy,
VH01983,petrol,1746.0,3.93,27.1,55.8,92.6,120.3,13.8,40.6,46.7,36.8,13.27,26.4,104.1,0,0,93.7,1,2,13.4,55,2098,4,1,0,0,25.0,76.4,0.32,0.71,Highway,213,89.4,0.15,1.0,0,913,0.132,0.081,0.163,29.8,4.82,0,0,0,0,7735,Healthy,Maruti Swift,1.2,4,Manual,FWD,Hatchback,35.4,48.8,41.4,9,10,121.7,28.4,Kolkata,Severe,1,Healthy,
VH01984,diesel,1883.0,7.58,59.2,253.2,95.4,320.0,8.5,67.0,77.3,46.0,12.47,70.5,101.9,6,55,55.4,16,15,30.2,185,7078,10,4,3,0,31.5,85.5,0.43,0.87,Highway,113,57.6,0.53,0.309,1,2094,0.576,0.288,0.549,33.7,4.0,1,1,1,0,1093,Service Soon (27d),Mahindra XUV700,2.2,4,Automatic,AWD,SUV,15.1,25.4,19.7,8,8,248.0,30.0,Mumbai,Severe,1,Service Soon,27.0
VH01985,petrol,1678.0,6.48,26.3,47.8,105.7,139.3,11.4,43.3,48.9,48.1,12.56,27.4,94.7,1,30,80.6,5,2,14.2,115,3519,4,2,1,0,30.1,49.3,0.34,0.7,Highway,189,82.3,0.473,0.641,0,1478,0.333,0.557,0.313,59.0,4.0,0,0,0,0,2205,Monitor,Hyundai Creta,1.5,4,Automatic,FWD,SUV,28.9,37.1,32.6,7,9,171.4,0.4,Delhi,Clear,0,Monitor,
VH01986,petrol,1364.0,5.2,22.1,53.8,99.4,125.7,11.4,48.6,41.3,40.2,13.4,15.3,100.1,6,9,87.9,2,3,12.8,10,386,2,0,0,0,29.1,63.1,0.66,0.58,City,171,88.0,0.101,0.958,0,1251,0.088,0.358,0.086,39.2,4.0,0,0,0,0,6420,Healthy,Tata Nexon,1.2,4,Manual,FWD,SUV,27.7,35.3,31.1,9,10,145.8,2.0,Kolkata,Clear,0,Healthy,
VH01987,petrol,1868.0,5.06,38.1,52.2,95.7,114.9,8.3,55.7,57.6,41.2,13.06,17.5,98.9,0,23,72.1,4,4,20.8,100,2936,4,3,1,1,28.6,55.7,0.62,0.57,City,56,87.5,0.457,0.531,0,933,0.345,0.24,0.279,46.8,4.0,0,0,0,0,4431,Monitor,Maruti Swift,1.2,4,Manual,FWD,Hatchback,35.9,45.7,40.3,7,8,143.6,9.7,Pune,Moderate,1,Monitor,
